Countrycode,Seriescode,Description
MKD,SP.DYN.LE00.IN,Derived using male and female life expectancy
MKD,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.TO65.FE.ZS,The former Yugoslav Republic of Macedonia.
MKD,SP.DYN.TO65.MA.ZS,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.GROW,Data sources: United Nations World Population Prospects
MKD,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MLI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2014 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
MLI,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
MLI,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
MLI,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
MLI,SH.XPD.PUBL,Revision of the General Government Expenditure series can explain changes in public expenditure ratios.
MLI,SM.POP.NETM,Data sources : United Nations World Population Prospects
MLI,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
MLI,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
MLI,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
MLI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.LE00.IN,Derived using male and female life expectancy
MLI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MLI,SP.POP.GROW,Data sources: United Nations World Population Prospects
MLI,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MLT,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
MLT,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MLT,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MLT,PA.NUS.FCRF,Data are reported in Maltese liras.
MLT,SM.POP.NETM,Data sources : United Nations World Population Prospects
MLT,SM.POP.REFG,UNHCR estimate based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The data source and definition for the years prior to 2004 is unclear.
MLT,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside.
MLT,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
MLT,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
MLT,SP.DYN.CBRT.IN,Data sources : Eurostat
MLT,SP.DYN.CDRT.IN,Data sources : Eurostat
MLT,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
MLT,SP.DYN.LE00.IN,Derived using male and female life expectancy
MLT,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
MLT,SP.DYN.TFRT.IN,"Data sources : Eurostat, National Statistics Office"
MLT,SP.POP.GROW,Data sources : Eurostat
MLT,SP.POP.TOTL,Data sources : Eurostat
MLT,TM.TAX.MANF.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MANF.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MANF.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MANF.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MANF.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MANF.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MRCH.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MLT,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MMR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data for 2014 are World Bank staff estimates based on reports provided by the country. Short-term debt data for 2014 are World Bank staff estimates. Fiscal year-end for external debt data is March.
MMR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
MMR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MMR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MMR,SH.XPD.EXTR.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.OOPC.TO.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.OOPC.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PCAP,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PCAP.PP.KD,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PRIV.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PUBL,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PUBL.GX.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PUBL.ZS,The market exchange rate is used to estimate the per capita figures.
